track_artist,track_popularity,track_album_release_date
Katashi Kaitō,52,2019-11-21
Ruck P,56,2019-04-15
Bluedoom,63,2018-08-30
Slowheal,54,2019-04-17
Jazzinuf,53,2019-10-09
Koralle,53,2019-09-04
potsu,12,2018-07-17
charlie toØ human,52,2019-10-08
Thelonious Coltrane,52,2019-07-30
keko.the.dog,50,2019-12-06
Cap Kendricks,50,2019-12-13
Marcos Caixa,50,2019-12-13
Green Assassin Dollar,50,2019-12-12
mädmäx,54,2019-12-13
Mr Mantega,49,2019-12-13
Jost Esser,49,2019-12-13
City Girl,61,2018-07-02
DLJ,57,2019-11-26
Phlocalyst,52,2019-11-15
Edward Sizzerhand,50,2019-11-29
SamuW,50,2019-11-29
Loop Schrauber,42,2019-11-13
Pandrezz,63,2019-03-20
Shuko,50,2019-11-29
Loop Schrauber,50,2019-11-27
Figub Brazlevic,50,2019-11-22
7apes,50,2019-11-20
Cap Kendricks,50,2019-11-29
Jr. Wellness,50,2019-11-29
High John,50,2019-11-29
Don Philippe,50,2019-11-24
Green Assassin Dollar,50,2019-11-29
Mr Mantega,51,2019-10-25
HNNY,58,2019-09-13
Freddie Joachim,52,2019-10-11
A L E X,61,2018-12-12
Guustavv,52,2019-09-13
Jobii,53,2019-07-12
biosphere,54,2018-06-03
Osoku,51,2019-09-13
H.1,11,2019-01-01
less.people,52,2018-07-16
goosetaf,51,2019-05-10
Chaxti,55,2019-10-11
beeno,11,2019-12-31
Flovry,55,2019-03-20
mr_slace,56,2019-09-12
Cozy Collective,50,2019-02-25
"Sarah, the Illstrumentalist",49,2019-09-13
fantompower,13,2019-02-20
Flughand,58,2017-09-08
Osoku,50,2019-11-08
Omaure,51,2019-05-02
Wenzel,57,2019-01-28
Guustavv,33,2019-11-22
Made in M,59,2017-07-31
Ameba,50,2019-02-27
Wun Two,11,2019-07-10
Zeus the Elevated,11,2019-01-31
Syndrome,50,2018-08-10
soder.,49,2018-11-21
fantompower,52,2019-03-20
Smoke Trees,49,2018-11-13
Arbour,65,2019-01-14
HM Surf,62,2018-04-03
Jobii,56,2019-04-26
Toonorth,53,2018-07-27
Tears,48,2019-03-08
Idealism,57,2018-01-28
chief.,52,2018-05-07
Meiji,48,2019-02-22
mell-ø,62,2019-02-01
Wun Two,50,2016-07-17
Psalm Trees,49,2018-03-23
Dontcry,58,2018-10-04
Lunchmoney,49,2018-07-03
Syndrome,57,2018-08-10
Knowmadic,50,2018-01-02
Casiio,49,2019-01-18
Musqitone,56,2019-04-26
twuan,48,2018-08-28
Smeyeul.,5,2018-05-11
Harris Cole,32,2018-05-29
Guustavv,53,2019-08-16
Snaer.,55,2018-08-20
leaf beach,50,2018-05-01
Made in M,51,2016-11-04
Bertholet,48,2018-07-02
Leavv,56,2017-12-31
xJK.,47,2018-08-24
Es-K,4,2018-09-09
Shrimpnose,47,2018-09-06
Vhsceral,48,2018-08-20
Manny,47,2018-08-15
Dweeb,6,2018-06-29
Misc.Inc,53,2018-04-20
enjo,49,2017-08-04
jrd.,47,2018-06-02
Arvo to me,48,2018-05-08
Delayde,49,2018-07-16
Philanthrope,55,2018-06-21
Karavelo,48,2018-08-15
wuf,48,2015-11-04
leaf beach,4,2017-12-18
asbeluxt,47,2017-07-14
Lungfulls,47,2018-05-08
Brenky,53,2018-03-16
.Sinh,49,2017-11-26
Sumwun,47,2018-03-12
jrd.,54,2018-08-05
chief.,49,2018-07-06
oofoe,49,2017-03-26
Lostiu.,47,2017-12-13
Chris Keys,47,2018-07-20
Cozy Collective,47,2018-07-25
organic_kid,47,2018-07-11
Chill Children,46,2018-07-28
Smeyeul.,47,2018-07-01
[bsd.u],50,2018-07-11
Wun Two,47,2018-05-27
Flynn,47,2018-07-17
less.people,47,2018-07-16
7apes,4,2018-05-22
Afluen,47,2018-07-06
Howiewonder,47,2018-07-10
Bonnaz,46,2018-05-30
mommy,47,2018-07-03
Saito,54,2018-01-30
Brenky,46,2018-06-08
Dust Collectors,47,2018-06-21
chief.,9,2017-12-09
Saiko,53,2018-04-13
jhfly,54,2018-03-23
BluntOne,47,2018-03-01
Smoke Trees,52,2017-11-03
Kaam Bhaari,53,2019-10-05
DIVINE,67,2019-10-09
Dino James,61,2019-12-06
Celina Sharma,55,2019-09-27
Prabh Deep,49,2019-05-13
Rahul Dit-O,43,2019-10-30
DIVINE,58,2019-09-13
DIVINE,57,2019-10-09
Raga,47,2019-05-03
DIVINE,47,2019-10-09
Raftaar,55,2019-02-12
Loka,46,2018-11-11
DIVINE,58,2019-10-09
Hiphop Tamizha,46,2019-09-20
Prabh Deep,44,2019-07-18
Raga,46,2019-01-25
Sikander Kahlon,39,2019-07-21
Fotty Seven,44,2019-07-12
Prabh Deep,40,2019-02-13
Karma,42,2019-03-01
Prabh Deep,46,2019-06-19
Chris G.,47,2018-11-05
Kaam Bhaari,44,2019-03-29
Ranveer Singh,54,2019-01-24
Sikander Kahlon,35,2019-05-06
Prabh Deep,45,2018-04-27
Hiphop Tamizha,48,2019-04-03
DIVINE,51,2015-04-16
Emiway Bantai,54,2018-10-10
Sez on the Beat,27,2018-12-13
Ranveer Singh,64,2019-01-24
Harihara Sudhan,35,2018-05-09
Raja Kumari,51,2017-10-04
Badshah,37,2018-08-17
Pam Sengh,35,2018-11-02
DIVINE,61,2018-06-22
Seedhe Maut,43,2018-12-28
M.C. Azad,32,2018-01-07
Sikander Kahlon,32,2018-02-02
Emiway Bantai,51,2018-07-27
Muhfaad,37,2016-12-02
Rob C,30,2017-07-15
BIR,31,2018-12-07
Anirudh Ravichander,44,2017-08-07
Naezy,13,2017-02-24
DIVINE,54,2017-02-17
KRU172,31,2018-08-25
Prabh Deep,27,2018-09-13
Gana Bala,33,2016-06-13
Naezy,44,2016-08-31
Sikander Kahlon,30,2018-01-25
Haji Springer,31,2019-01-10
Raga,31,2017-03-02
DIVINE,44,2018-07-27
Splash,30,2018-04-20
KKG,31,2018-05-26
Naezy,45,2017-11-04
Puma,38,2017-12-04
KKG,28,2018-08-30
DIVINE,48,2016-03-18
Feyago,29,2016-12-15
Muhfaad,35,2016-11-06
Prabh Deep,33,2018-12-27
Sikander Kahlon,29,2018-02-02
SwuM,64,2019-02-21
Delayde,63,2018-05-27
Slumberville,59,2019-08-30
mommy,64,2018-11-21
Hanz,59,2018-12-12
Rook1e,53,2019-12-31
MARTIN $KY,10,2019-03-16
Kavv,61,2018-12-20
Blue Wednesday,61,2019-03-20
H E R B,60,2017-11-11
Drevm,52,2019-12-31
Philanthrope,62,2018-12-10
Coastal,57,2019-11-16
Nohidea,57,2019-09-06
Idealism,57,2019-12-18
Middle School,59,2019-07-01
SwuM,55,2019-12-06
Guustavv,58,2019-02-22
MARTIN $KY,55,2019-01-23
Philanthrope,57,2019-10-28
Praizee,61,2019-02-12
SPEECHLESS,57,2019-11-22
Styn,54,2019-07-03
frumhere,59,2019-07-19
Kupla,63,2019-09-02
Nymano,61,2018-10-17
Statistix,61,2018-10-24
"Sarah, the Illstrumentalist",57,2019-05-31
Rook1e,57,2019-11-20
Psalm Trees,59,2019-10-21
Sofasound,57,2019-06-24
mt. fujitive,38,2019-09-03
mommy,56,2019-04-23
Psalm Trees,58,2019-08-30
Kupla,62,2019-02-25
Jorge Milliano,60,2019-09-13
Deauxnuts,58,2019-05-04
Dylan Sitts,58,2019-03-01
Two Sleepy,43,2020-01-07
Minthaze,55,2019-05-10
furino,54,2019-11-01
Hyperparadise,7,2019-03-27
Epektase,56,2019-11-22
Oatmello,56,2019-06-21
Sleepdealer,54,2019-11-26
"quickly, quickly",58,2019-07-02
.Sinh,55,2019-07-05
mr_slace,56,2019-04-20
fantompower,55,2019-11-25
Jazzinuf,52,2020-01-01
Kupla,58,2019-02-25
Lilac,56,2019-04-26
HM Surf,57,2018-10-13
_tag,62,2019-02-12
Miscél,7,2018-12-15
[ocean jams],60,2019-05-31
Aviscerall,58,2019-08-14
Lo'fi Boy,59,2019-11-22
Dontcry,59,2019-10-28
Fallen Roses,55,2020-01-03
NAGASHI,62,2018-10-18
Sleepy Fish,61,2019-03-20
Ymori,13,2018-11-19
WYS,60,2019-12-29
Nathan Kawanishi,56,2019-09-06
Leavv,59,2019-04-17
goosetaf,52,2019-12-27
Knowmadic,64,2019-01-07
invention_,60,2019-03-20
Slumberville,55,2019-11-22
Mujo,50,2019-12-19
twuan,58,2019-05-07
Harris Cole,57,2019-09-06
DAO,56,2019-07-05
Koosen,56,2020-01-10
"Sarah, the Illstrumentalist",52,2019-11-08
Justnormal,60,2019-10-18
Jobii,61,2019-04-26
Rajstar,50,2020-01-03
Kupla,58,2019-06-27
Ymori,52,2019-11-20
Yasper,57,2019-07-08
chief.,62,2018-08-08
.Sinh,50,2019-12-27
Barnes Blvd.,62,2018-08-08
Justnormal,60,2019-06-21
n o r m a l,57,2019-06-25
Glimlip,54,2019-10-23
Fallen Roses,52,2020-01-10
autumn keys,57,2019-03-01
frumhere,58,2019-08-30
Lusca061,45,2020-01-10
Deauxnuts,50,2019-12-19
Mac Miller,73,2020-01-17
1takejay,63,2019-11-15
Lil Tjay,79,2020-01-01
Stunna 4 Vegas,59,2020-01-17
JACKBOYS,84,2019-12-27
Tyga,91,2019-11-13
Carnage,69,2020-01-10
Lil Tecca,72,2019-12-16
Trippie Redd,77,2019-11-22
Quin Nfn,64,2019-10-25
Roddy Ricch,80,2019-12-06
Flipp Dinero,67,2019-11-22
Eminem,75,2020-01-17
Yung Gravy,56,2020-01-17
Quando Rondo,69,2020-01-03
Mustard,90,2019-06-28
Mac Miller,72,2020-01-17
Young Thug,78,2019-12-20
Drake,77,2019-09-13
N7,44,2020-01-16
Bankrol Hayden,67,2020-01-10
KILLY,62,2019-12-24
bbno$,68,2019-11-08
Post Malone,46,2019-09-06
24kGoldn,75,2019-11-22
NGHTMRE,67,2019-11-15
6ixbuzz,54,2019-12-13
Moneybagg Yo,70,2020-01-10
Post Malone,44,2019-09-06
Smokepurpp,62,2019-12-13
French Montana,75,2019-12-06
Pop Smoke,59,2020-01-16
bbno$,70,2019-11-08
Jordan Solomon,46,2019-11-08
JACKBOYS,82,2019-12-27
Lil Tecca,70,2019-08-30
Lil Mosey,41,2019-11-05
YBN Almighty Jay,45,2020-01-17
anders,54,2019-10-17
Yung Pinch,72,2020-01-03
Boslen,43,2019-12-03
Moneybagg Yo,69,2020-01-10
Why G,50,2019-11-29
T.R.U.,68,2020-01-07
Mata,52,2020-01-17
Szpaku,62,2020-01-10
Bedoes,70,2019-11-29
Kizo,58,2019-12-30
Mata,71,2019-12-12
White 2115,61,2019-12-20
Kali,54,2019-12-20
Szpaku,65,2019-12-20
Pezet,63,2019-09-27
Kabe,42,2020-01-17
BORCREW,59,2019-12-17
Malik Montana,61,2019-09-27
Deemz,61,2019-12-16
Oki,57,2019-12-27
Sobel,53,2019-11-23
Bedoes,65,2019-11-10
Sarius,58,2019-08-30
Żabson,61,2019-10-31
Kizo,45,2020-01-16
Jetlagz,60,2019-11-29
DZIARMA,54,2019-12-18
schafter,63,2019-11-06
Mata,49,2020-01-17
BORCREW,60,2019-12-06
Bedoes,64,2019-11-17
Tymek,57,2019-11-26
Otsochodzi,55,2019-12-18
Kizo,59,2019-12-11
Qry,56,2019-11-13
Olszakumpel,56,2019-11-22
Wac Toja,53,2019-12-18
BORCREW,57,2019-11-29
White 2115,58,2019-10-20
Filipek,53,2019-12-20
O.S.T.R.,55,2019-12-26
schafter,60,2019-11-22
Bedoes,65,2019-10-28
BORCREW,55,2019-12-14
PlanBe,53,2019-12-17
BLACHA,58,2019-12-20
Tymek,70,2019-10-11
Malik Montana,59,2019-12-09
Otsochodzi,53,2019-12-04
Płomień 81,55,2019-11-28
Shellerini,56,2019-10-02
Trill Pem,66,2019-08-08
Żabson,63,2019-09-30
chillwagon,46,2019-09-17
schafter,55,2019-11-18
White 2115,58,2019-10-15
Lil Wayne,69,2008-01-01
T-Pain,76,2007-06-05
Trillville,56,2009-08-21
Nelly,13,2000-06-27
Waka Flocka Flame,74,2010-10-01
Drake,72,2010-01-01
T-Pain,67,2005
Yung Joc,65,2006-06-06
UGK,58,2007-08-07
Young Money,65,2009-01-01
Kanye West,11,2004-02-13
Twista,64,2004-01-27
Jeezy,64,2005
Mike Jones,62,2005-04-19
D4L,68,2005-11-08
Waka Flocka Flame,63,2010-10-01
Smilez and Southstar,46,2002-07-23
The Game,11,2005
Soulja Boy,6,2008-01-01
Lil' Troy,63,1998
Birdman,59,2006-01-01
Nelly,49,2005-01-01
OutKast,71,2003
Plies,65,2007-08-06
Hot Boys,47,1999-07-27
Dorrough Music,56,2009-07-24
Styles P,60,2002-01-01
Crime Mob,60,2004-07-13
Lil' Flip,60,2004-03-30
Big Tymers,48,2000-01-01
50 Cent,69,2003-02-06
Petey Pablo,53,2003
T.I.,74,2008-09-08
Rich Boy,56,2007-01-01
Big Tymers,60,2002-01-01
Lil Wayne,56,2008-01-01
Webbie,55,2008-02-25
Lloyd Banks,57,2004-01-01
Dem Franchize Boyz,60,2006-01-01
Cam’ron,65,2002-01-01
Lil Wayne,73,2008-01-01
Luniz,73,1995-01-01
Mike Jones,58,2005-04-19
50 Cent,3,2005-03-03
Nelly,61,2002-06-25
Gorilla Zoe,57,2007-09-24
Ja Rule,64,2000-01-01
J-Kwon,62,2004-01-25
50 Cent,45,2003-02-06
Memphis Bleek,54,2005-01-01
Gucci Mane,47,2009-12-07
Bone Crusher,54,2003-04-29
Kanye West,69,2004-02-10
The Game,55,2006-01-01
Waka Flocka Flame,65,2010-10-01
Young Buck,57,2004-01-01
Lil Wayne,58,2004-01-01
Twista,59,2004-01-27
Gucci Mane,52,2009-12-04
Chingy,67,2003-01-01
Jermaine Dupri,54,2001-10-30
Paul Wall,59,2005-07-19
Ying Yang Twins,55,2002-03-26
Drake,63,2010-01-01
E-40,61,2006-03-14
Diddy,67,2004-03-09
JAY-Z,47,1999-01-01
Nelly,12,2000-06-27
Kanye West,8,2007-01-01
Youngbloodz,68,2006-05-02
2Pac,77,1996-02-13
Lil Scrappy,54,2009-08-21
Yung L.A.,48,2008-01-01
Kanye West,9,2007-01-01
Lil Wayne,43,2009-01-01
Soulja Boy,76,2007-01-01
Three 6 Mafia,55,2006-06-20
Murphy Lee,49,2003-01-01
Jeezy,68,2008-01-01
Birdman,56,2009-01-01
Big Pun,65,1999-08-28
OutKast,66,2000-10-31
P$C,47,2005-08-23
Fabolous,61,2007-01-01
Cam’ron,59,2002-01-01
Ludacris,63,2000-01-01
Young Dro,56,2006-06-27
Akon,55,2006-01-01
Kanye West,8,2004-02-13
Boyz N Da Hood,52,2005-06-21
Jeezy,49,2005
Fat Joe,72,2001-12-04
Three 6 Mafia,60,2005-09-27
Cam’ron,55,2004-01-01
Dr. Dre,64,1999-11-16
Lil' Flip,52,2004-03-30
Trick Daddy,43,2001-03-20
Lil Scrappy,52,2006
Chingy,60,2003-01-01
Lil Wayne,71,2008-01-01
Drake,88,2019-06-15
Travis Scott,86,2016-09-16
DaBaby,87,2019-03-01
Lil Tecca,19,2019-05-22
Lil Uzi Vert,82,2019-04-09
J. Cole,82,2014-12-09
Lil Nas X,78,2019-06-21
Mike Stud,73,2015-10-30
KYLE,64,2017-06-09
Lil Uzi Vert,11,2017-03-24
Young Thug,83,2019-05-23
Rae Sremmurd,76,2015-01-06
21 Savage,80,2017-09-23
PnB Rock,70,2017-03-30
"Tyler, The Creator",84,2019-05-17
Logic,77,2018-03-09
NAV,79,2019-03-26
Rob $tone,77,2016-06-17
Mac Miller,77,2015-09-18
blackbear,3,2017-04-21
Travis Scott,77,2015-09-04
GoldLink,76,2017-03-24
Logic,73,2018-03-09
2 Chainz,74,2017-06-16
Waka Flocka Flame,60,2010-09-06
T-Pain,64,2017-05-26
Andy Mineo,60,2019-05-10
Rick Ross,69,2019-07-26
Kendrick Lamar,84,2017-04-14
Famous Dex,72,2017-10-20
G-Eazy,74,2014-06-20
Eminem,76,2018-09-19
Mike Stud,66,2016-01-12
Post Malone,5,2015-08-14
Ty Dolla $ign,48,2016-01-16
Kendrick Lamar,80,2017-04-14
Joey Bada$$,70,2017-04-07
Playboi Carti,0,2017-04-07
Kodak Black,52,2017-03-31
Megan Thee Stallion,79,2019-08-09
Lil Dicky,69,2015-07-31
Bryson Tiller,80,2015-10-02
Travis Scott,66,2016-02-06
Desiigner,72,2016-07-22
Jeremih,2,2015-10-30
Aminé,0,2017-05-26
Bryson Tiller,79,2015-10-02
Post Malone,1,2015-10-09
Future,4,2016-02-12
Big Sean,59,2014-01-01
Logic,3,2017-04-28
YBN Cordae,73,2019-07-26
Lil Dicky,70,2015-07-31
Post Malone,57,2017-06-16
Drake,17,2018-01-20
Khalid,63,2017-10-31
Logic,69,2017-05-05
Lil Dicky,77,2018-03-15
Kevin Gates,70,2016-01-29
Post Malone,14,2017-09-15
Fetty Wap,75,2015-06-29
Gucci Mane,63,2019-06-21
Future,69,2015-08-31
Childish Gambino,6,2013-01-01
KIDS SEE GHOSTS,74,2018-06-08
Fetty Wap,68,2015-09-25
Eminem,72,2018-08-31
G-Eazy,66,2015-12-04
YBN Nahmir,3,2017-10-20
Quality Control,59,2019-08-01
Logic,64,2014-10-21
Lil Uzi Vert,67,2015-12-18
Future,46,2017-08-04
Kodak Black,71,2015-11-13
Lil Dicky,63,2015-07-31
Bobby Shmurda,74,2014-07-25
G-Eazy,61,2017-04-11
Vince Staples,70,2015-06-30
Russ,70,2017-05-05
Drake,18,2018-04-06
ScHoolboy Q,67,2014-01-01
Rich Homie Quan,56,2015-02-10
Childish Gambino,5,2013-01-01
Young M.A,64,2016-05-20
Kendrick Lamar,68,2012
DeJ Loaf,68,2015-07-31
Vince Staples,1,2017-05-18
Ty Dolla $ign,50,2016-02-19
Futuristic,55,2015-12-25
Drake,69,2015-07-31
Andy Mineo,52,2018-09-21
Eric Bellinger,57,2015-07-31
Kendrick Lamar,73,2017-04-14
Rich Gang,69,2014-06-05
Drake,75,2015-09-20
Lil Yachty,54,2017-05-26
Machine Gun Kelly,59,2017-05-12
Tory Lanez,6,2015-07-31
Young Thug,65,2015-11-20
Drake,67,2009-01-01
A Boogie Wit da Hoodie,85,2018-12-21
Travis Scott,94,2019-10-04
Lil Nas X,84,2019-06-21
Mustard,31,2019-01-16
Meek Mill,85,2018-11-30
Tory Lanez,73,2018-11-27
Young Thug,79,2019-08-16
Mustard,82,2019-06-28
Lil Baby,84,2018-10-05
YNW Melly,80,2019-01-18
Post Malone,51,2019-07-05
J. Cole,86,2019-01-23
Travis Scott,87,2018-08-03
Polo G,84,2019-06-07
Post Malone,72,2019-03-15
YBN Cordae,78,2019-07-26
A Boogie Wit da Hoodie,81,2018-12-21
Young Thug,83,2019-08-16
Roddy Ricch,78,2018-11-02
Tyga,69,2019-06-07
GASHI,62,2019-01-24
Drake,13,2018-06-29
Future,2,2018-10-15
Sueco the Child,73,2019-06-25
Tyga,77,2019-10-25
G-Eazy,29,2019-08-22
Nipsey Hussle,75,2019-02-15
Wiz Khalifa,76,2018-07-13
Offset,78,2019-02-22
Young Thug,81,2019-08-16
Joyner Lucas,75,2018-10-17
Tory Lanez,71,2019-03-15
DJ Khaled,6,2019-05-17
Offset,81,2017-10-30
Vic Mensa,64,2018-06-08
Flipp Dinero,78,2018-09-04
YK Osiris,75,2019-02-08
Aminé,78,2018-08-15
Kodak Black,83,2018-12-14
T-Pain,62,2019-08-06
Chance the Rapper,71,2019-05-17
Calboy,78,2019-05-31
Hooligan Hefs,67,2019-12-12
No Money Enterprise,69,2019-11-01
Hp Boyz,49,2020-01-12
A Boogie Wit da Hoodie,59,2019-09-06
The Kid LAROI,70,2019-12-06
Stormzy,60,2019-12-11
Manu Crooks,57,2019-11-29
Youngn Lipz,62,2019-12-16
Aitch,60,2019-09-05
ONEFOUR,65,2019-11-14
Chillinit,59,2019-12-17
MELODOWNZ,53,2019-12-05
Roddy Ricch,81,2019-11-25
Juice WRLD,84,2019-12-07
B Wise,46,2019-12-20
Brothers,57,2019-12-01
KSI,79,2019-11-08
Hooligan Hefs,59,2019-10-31
Stormzy,71,2019-09-15
The Game,66,2019-11-29
Jay Swi$h,42,2019-11-28
Manu Crooks,50,2019-10-11
Youngn Lipz,28,2019-10-07
JessB,43,2019-08-09
Hp Boyz,64,2019-09-16
Dave,71,2019-11-07
ONEFOUR,60,2019-10-11
SWIDT,43,2019-11-01
LEVZ,57,2019-08-31
Hooligan Hefs,63,2019-09-18
AJ Tracey,71,2019-10-31
Church & AP,41,2019-10-25
YNW Melly,85,2019-08-09
Jaecy,45,2019-11-19
24kGoldn,84,2019-01-25
Triple One,58,2019-10-25
French Montana,64,2019-10-11
Kwame,38,2019-12-06
Ski Mask The Slump God,73,2019-10-31
Sydney Yungins,55,2019-11-03
Lil Mosey,64,2019-09-17
Rops1,52,2019-10-06
A$AP Rocky,77,2019-08-28
Skye,70,2019-10-31
ONEFOUR,64,2019-08-28
YBN Cordae,26,2019-07-23
Lil Tjay,82,2019-10-11
AJ Tracey,59,2019-10-24
Hp Boyz,66,2019-08-11
Young M.A,76,2019-09-27
Denzel Curry,69,2019-05-31
Russ,66,2019-09-13
Hooligan Hefs,65,2019-05-21
Dave,63,2019-09-13
Joyner Lucas,76,2019-09-12
Lisi,59,2019-10-20
Masked Wolf,56,2019-06-07
DaniLeigh,73,2019-10-18
Drake,74,2019-09-13
Stormzy,76,2019-11-22
Likybo,78,2017-07-14
Kelvyn Colt,58,2019-11-08
NUGAT,44,2020-01-10
Theophilus London,50,2019-12-05
Megan Thee Stallion,77,2020-01-10
French Montana,76,2018-09-20
Snoop Dogg,50,2019-08-14
Post Malone,48,2019-09-06
A$AP Rocky,82,2018-05-25
Kodak Black,37,2018-10-12
Mr Eazi,66,2019-11-19
PARTYNEXTDOOR,84,2019-11-22
Lost Child,51,2019-12-13
Travis Scott,80,2018-08-03
GASHI,68,2018-08-22
Swae Lee,75,2019-08-16
Tyga,69,2019-01-23
6ix9ine,18,2018-11-27
NUGAT,48,2019-11-22
NF,78,2019-12-03
Travis Barker,65,2019-12-13
Kelvyn Colt,59,2017-11-10
Dave,79,2019-03-08
Tyga,63,2019-08-23
Russ,67,2018-09-07
Shenseea,68,2019-05-22
Tyga,67,2019-06-07
NODE,61,2020-01-10
LOLO,69,2019-12-20
Benny Jamz,59,2019-12-30
Jamaika,59,2020-01-01
Camur,49,2020-01-17
Fouli,58,2019-12-06
ATYPISK,69,2019-11-14
Tessa,63,2019-12-27
Carmon,45,2020-01-16
Benny Jamz,61,2019-12-19
Larry 44,57,2019-11-22
Simsey,56,2020-01-10
Branco,67,2019-10-04
Shooter Gang,61,2019-11-22
ZK,55,2019-11-01
ATYPISK,64,2019-11-14
Jamaika,55,2020-01-01
Gilli,60,2019-07-13
Danni,51,2020-01-10
Branco,66,2019-10-31
Josef Og Elias,63,2019-11-22
NODE,53,2019-11-08
Marco Rahim,34,2020-01-17
Benny Jamz,62,2019-11-07
I$WAAL,57,2019-10-04
Jamaika,58,2019-12-11
Larry 44,54,2019-09-20
Benny Jamz,57,2020-01-01
Tessa,66,2019-10-11
Jimilian,59,2019-10-11
ICEKIID,55,2019-11-22
NODE,55,2019-11-08
Jamaika,54,2020-01-01
Stepz,61,2019-09-12
Lamin,50,2020-01-10
Jamaika,56,2019-11-25
ATYPISK,55,2019-11-14
KESI,62,2019-09-06
Xander,54,2019-10-25
Stepz,52,2019-09-12
Jamaika,55,2019-10-11
Benjamin Hav,46,2020-01-10
Gobs,54,2019-09-27
Gilli,56,2019-07-13
Carmon,54,2019-09-27
RH,49,2019-11-22
KESI,54,2019-09-06
Beko,49,2019-11-29
Carmon,17,2019-09-20
Artigeardit,56,2019-11-15
NODE,49,2019-11-04
ICEKIID,54,2019-10-11
Carmon,48,2019-09-27
Stepz,54,2019-09-12
Omar,53,2019-09-20
Xander,53,2019-12-27
Marco Rahim,47,2019-12-27
Stepz,47,2019-09-12
Benjamin Hav,51,2020-01-03
DON x LEE x BARBER,47,2019-09-20
Xabski,51,2019-10-11
NODE,49,2019-11-08
Logic,70,2019-10-25
Mike Posner,56,2019-10-09
Joyner Lucas,78,2019-05-23
Logic,12,2019-05-10
Logic,19,2019-05-10
Logic,7,2019-05-10
Logic,7,2019-05-10
Logic,10,2019-05-10
Logic,7,2019-05-10
Logic,6,2019-05-10
Logic,9,2019-05-10
Logic,11,2019-05-10
Logic,10,2019-05-10
Logic,6,2019-05-10
Logic,7,2019-05-10
Logic,16,2019-05-10
Logic,5,2019-05-10
Logic,6,2019-05-10
Logic,8,2019-05-10
Logic,58,2019-03-26
Logic,71,2018-06-15
Logic,61,2014-10-21
Logic,81,2017-05-05
Logic,59,2018-09-28
Logic,59,2018-09-28
Logic,60,2018-09-28
Logic,63,2018-09-28
Logic,56,2018-09-28
Logic,57,2018-09-28
Logic,63,2017-05-05
Logic,60,2018-03-09
Sam Smith,60,2018-03-29
Logic,64,2018-03-09
Logic,61,2018-03-09
Logic,58,2018-03-09
Logic,64,2018-03-09
Logic,58,2018-03-09
Logic,66,2016-07-01
Lil Wayne,77,2016-06-24
Logic,65,2014-10-21
Logic,63,2016-07-01
Logic,1,2014-10-21
Logic,59,2017-05-05
Logic,59,2016-07-01
Logic,60,2015-11-13
Logic,58,2014-10-21
Logic,59,2015-11-13
Logic,55,2017-05-05
Logic,60,2015-11-13
Logic,0,2014-10-21
Logic,59,2015-11-13
Logic,1,2017-05-05
Logic,57,2016-07-01
Logic,1,2015-11-13
Logic,62,2014-10-21
Logic,55,2016-07-01
Logic,62,2015-11-13
Big Gigantic,59,2016-08-26
Logic,55,2016-07-01
Logic,1,2015-11-13
Logic,57,2015-11-13
Logic,1,2015-11-13
Alrahim Wright III,3,2019-05-18
OYABUN,51,2019-06-28
Cookin Soul,51,2018-08-14
Millennium Jazz Music,49,2017-08-28
Jorge Milliano,57,2019-09-13
o k h o,53,2017-06-02
TyLuv.,44,2019-10-31
Young L3x,49,2018-10-19
Skipp Whitman,45,2019-05-20
W3alth,44,2019-07-12
Nathan Kawanishi,44,2019-07-12
Sarcastic Sounds,63,2018-10-20
four lore,43,2019-05-18
the.lazyb,43,2019-09-27
Weedthief,44,2019-08-16
Lucian,46,2019-06-26
Beat Dealer,44,2019-07-02
Epifania,52,2019-08-13
Ray Ben Rue,43,2019-09-27
Psymun,48,2018-08-09
Zambonini,51,2019-10-31
Ol' Burger Beats,43,2019-06-28
Misc.Inc,50,2018-11-02
Hydrogenii,43,2019-06-28
Epifania,51,2019-07-23
damaa.beats,2,2019-06-28
Beaumont,44,2019-08-07
Deauxnuts,43,2019-06-28
Bokki,56,2018-10-25
It's Philip Marlon,2,2018-09-05
the.lazyb,42,2019-06-14
Dontcry,43,2019-06-27
Ameba,49,2019-06-10
SwuM,45,2018-09-09
DLJ,2,2019-06-12
junyii.,55,2018-10-20
Phil Dee,41,2019-06-11
illiterate,44,2018-10-26
[ocean jams],54,2019-06-28
Huey Daze,41,2019-07-10
Monma,61,2018-10-22
itssvd,42,2019-06-28
J. Roosevelt,56,2018-10-22
Pandrezz,42,2019-06-13
Minthaze,2,2018-10-26
Chalky,42,2019-06-11
Behind Clouds,59,2018-09-24
Psalm Trees,56,2019-06-10
Blvk,56,2017-09-16
Linearwave,41,2019-06-24
Goldenninjah,41,2018-08-14
evän,41,2019-06-22
Bertholet,55,2018-09-25
Oatmello,57,2018-09-27
the.lazyb,41,2019-05-31
Laffey,45,2018-10-05
Masked Man,41,2019-06-13
Epifania,43,2018-10-20
Bertholet,46,2018-10-25
Nokiaa,41,2019-06-14
TiMT,2,2018-10-26
Huez,41,2018-10-26
Bluedoom,43,2018-10-23
Dweeb,11,2018-10-22
Dontcry,41,2019-06-10
Kuranes,43,2018-10-20
Chris Anderson,41,2018-10-25
